207 377
46 11 2241
0
0
0
0
1
51 80 2243
0
2
202 57 2245
176 68 2244
1
162 82 2246
0
0
1
51 179 2247
0
3
146 49 2250
137 91 2249
33 172 2248
2
96 112 2252
12 190 2251
1
74 173 2253
1
107 144 2254
0
0
1
183 42 2255
1
140 81 2256
0
2
97 52 2258
30 130 2257
0
2
172 16 2260
120 45 2259
1
37 64 2261
1
89 98 2262
2
205 70 2264
173 120 2263
2
96 152 2266
28 87 2265
1
99 186 2267
1
21 151 2268
1
125 192 2269
2
163 73 2271
14 186 2270
0
0
2
135 32 2273
127 43 2272
2
68 62 2275
29 38 2274
1
202 51 2276
0
1
41 17 2277
0
0
0
0
2
194 152 2279
184 171 2278
0
2
136 74 2281
46 13 2280
0
0
0
1
54 117 2282
1
17 155 2283
1
143 121 2284
0
3
132 75 2287
124 162 2286
11 58 2285
0
1
30 110 2288
0
1
23 53 2289
1
5 102 2290
0
1
90 182 2291
3
139 163 2294
72 152 2293
31 118 2292
2
119 45 2296
39 188 2295
0
0
0
3
46 170 2299
42 1 2298
37 73 2297
1
188 136 2300
1
20 144 2301
2
166 44 2303
123 113 2302
3
33 173 2306
20 189 2305
11 111 2304
0
0
3
205 27 2309
77 18 2308
51 16 2307
0
1
9 146 2310
0
0
2
202 35 2312
31 98 2311
1
76 142 2313
1
163 172 2314
1
160 205 2315
0
0
1
56 159 2316
1
198 12 2317
0
2
189 169 2319
98 192 2318
1
173 42 2320
2
205 16 2322
156 68 2321
2
170 4 2324
54 146 2323
0
2
201 61 2326
93 188 2325
2
112 36 2328
2 71 2327
0
1
74 173 2329
1
17 22 2330
1
129 133 2331
2
199 5 2333
73 158 2332
1
105 185 2334
1
67 150 2335
1
0 189 2336
0
1
103 75 2337
0
0
1
155 138 2338
1
179 163 2339
0
0
0
0
0
1
51 141 2340
0
0
0
0
1
58 169 2341
0
0
0
0
0
1
30 102 2342
0
2
201 145 2344
128 68 2343
1
192 148 2345
3
126 201 2348
28 129 2347
16 60 2346
2
151 70 2350
64 58 2349
0
0
1
125 186 2351
2
61 67 2353
33 186 2352
1
108 149 2354
1
123 165 2355
0
1
11 27 2356
0
1
136 184 2357
0
1
181 159 2358
0
3
163 192 2361
111 137 2360
6 89 2359
0
1
112 12 2362
0
1
56 49 2363
1
199 166 2364
0
0
1
189 187 2365
2
146 56 2367
6 10 2366
4
139 4 2371
124 170 2370
35 151 2369
33 58 2368
0
2
70 97 2373
3 147 2372
1
59 121 2374
1
84 77 2375
1
193 200 2376
3
179 164 2379
102 79 2378
69 76 2377
0
0
2
174 62 2381
30 2 2380
1
132 145 2382
1
41 154 2383
0
0
1
147 42 2384
1
121 111 2385
0
0
0
2
95 52 2387
37 120 2386
3
201 118 2390
162 167 2389
79 164 2388
0
0
1
39 17 2391
3
144 49 2394
134 135 2393
99 60 2392
0
0
2
169 181 2396
154 50 2395
0
0
1
188 41 2397
0
1
55 8 2398
1
9 13 2399
0
1
147 35 2400
0
0
2
23 11 2402
11 195 2401
0
1
138 186 2403
0
0
4
167 126 2407
55 157 2406
45 26 2405
5 196 2404
3
185 168 2410
67 197 2409
2 29 2408
1
134 12 2411
1
73 17 2412
0
1
197 27 2413
0
0
1
121 100 2414
1
153 28 2415
0
1
122 183 2416
0
6
200 130 2422
198 70 2421
121 200 2420
80 78 2419
61 155 2418
12 80 2417
1
191 6 2423
2
133 77 2425
86 109 2424
2
203 130 2427
164 93 2426
1
135 131 2428
2
178 115 2430
58 180 2429
0
0
0
0
2
160 81 2432
102 86 2431
1
100 144 2433
0
0
1
152 83 2434
0
1
18 64 2435
2
62 36 2437
49 190 2436
1
0 38 2438
3
203 191 2441
113 154 2440
39 12 2439
2
150 62 2443
100 28 2442
0
3
162 153 2446
113 177 2445
16 148 2444
0
0
0
0
1
26 103 2447
0
0
2
54 45 2449
33 56 2448
3
140 13 2452
71 0 2451
7 171 2450
4
103 70 2456
90 106 2455
69 110 2454
6 52 2453
0
0
0
0
0
0
0
0
0
1
45 31 2457
1
132 161 2458
0
0
3
137 170 2461
108 80 2460
66 15 2459
0
1
39 181 2462
0
2
161 105 2464
13 86 2463
0
1
37 198 2465
0
1
54 121 2466
0
0
0
0
0
0
1
92 94 2467
2
136 126 2469
66 169 2468
0
2
169 134 2471
142 131 2470
0
0
0
2
88 108 2473
72 66 2472
0
0
0
1
157 173 2474
1
80 176 2475
0
0
2
175 184 2477
46 112 2476
2
73 126 2479
16 47 2478
2
174 70 2481
116 159 2480
0
0
3
161 149 2484
135 75 2483
97 161 2482
2
41 182 2486
18 143 2485
1
146 185 2487
0
1
136 9 2488
1
38 195 2489
0
2
49 204 2491
46 136 2490
0
0
0
0
0
0
0
0
1
43 170 2492
0
2
97 45 2494
44 184 2493
2
197 28 2496
177 138 2495
2
149 59 2498
99 98 2497
0
1
31 120 2499
0
0
0
1
182 21 2500
1
27 33 2501
2
151 46 2503
112 7 2502
4
203 148 2507
201 194 2506
152 91 2505
13 121 2504
1
168 52 2508
0
0
0
0
1
121 155 2509
1
61 174 2510
3
206 17 2513
180 87 2512
21 116 2511
2
178 188 2515
125 112 2514
0
0
0
2
109 49 2517
69 75 2516
0
0
1
139 152 2518
1
155 57 2519
0
0
0
0
0
1
69 96 2520
0
2
187 179 2522
119 199 2521
1
14 126 2523
0
1
157 198 2524
3
134 47 2527
93 154 2526
29 147 2525
0
2
52 151 2529
1 52 2528
0
0
4
199 84 2533
188 175 2532
99 55 2531
3 146 2530
1
175 174 2534
0
0
0
1
0 150 2535
1
36 130 2536
0
0
0
2
181 200 2538
20 136 2537
2
146 147 2540
31 121 2539
0
1
75 136 2541
0
0
2
160 174 2543
141 157 2542
0
1
38 182 2544
1
89 54 2545
1
61 197 2546
0
1
7 164 2547
1
16 198 2548
2
164 159 2550
31 93 2549
0
1
70 99 2551
2
170 108 2553
4 113 2552
2
163 46 2555
64 26 2554
1
61 18 2556
1
95 1 2557
0
1
58 18 2558
0
1
25 155 2559
1
52 88 2560
0
0
0
1
89 42 2561
1
172 34 2562
2
193 130 2564
43 89 2563
1
142 191 2565
3
115 55 2568
83 47 2567
5 191 2566
2
145 2 2570
103 70 2569
0
0
3
177 91 2573
73 5 2572
21 160 2571
2
101 105 2575
36 53 2574
2
177 149 2577
80 146 2576
0
1
127 51 2578
1
41 62 2579
0
1
5 8 2580
0
3
132 86 2583
127 195 2582
31 63 2581
0
1
17 203 2584
0
0
2
110 18 2586
23 119 2585
0
1
68 0 2587
1
13 46 2588
2
195 94 2590
181 46 2589
1
78 23 2591
0
0
1
92 173 2592
2
195 22 2594
158 117 2593
2
161 112 2596
31 194 2595
0
0
0
0
0
1
99 77 2597
1
97 156 2598
0
0
0
1
140 196 2599
1
18 129 2600
2
106 55 2602
57 133 2601
3
115 37 2605
98 50 2604
64 36 2603
2
130 159 2607
91 188 2606
0
0
1
51 4 2608
2
195 7 2610
106 148 2609
2
79 178 2612
47 180 2611
0
0
0
0
0
0
3
140 16 2615
129 28 2614
89 107 2613
2
87 109 2617
18 98 2616
1
61 149 2618
0
1
204 180 2619
0
0
0
1
45 94 2620
0
0
3
73 153 2623
68 30 2622
55 136 2621
0
2
91 83 2625
24 25 2624
1
72 198 2626
0
0
0
0
1
18 115 2627
0
2
111 99 2629
52 63 2628
1
26 11 2630
0
0
0
3
139 0 2633
74 25 2632
35 6 2631
1
148 80 2634
2
87 195 2636
34 9 2635
0
1
189 97 2637
0
0
0
3
197 157 2640
111 59 2639
47 128 2638
2
84 5 2642
79 129 2641
0
0
0
0
1
173 110 2643
1
173 119 2644
0
1
47 100 2645
0
1
72 195 2646
1
115 28 2647
0
1
54 196 2648
0
1
17 12 2649
0
2
146 91 2651
22 35 2650
0
1
86 120 2652
4
161 15 2656
103 134 2655
44 38 2654
5 170 2653
0
1
164 35 2657
1
73 91 2658
4
206 63 2662
87 143 2661
50 144 2660
28 130 2659
0
1
196 119 2663
0
0
1
47 71 2664
3
150 42 2667
76 55 2666
67 55 2665
0
0
0
1
33 187 2668
0
1
196 176 2669
1
143 44 2670
1
75 88 2671
1
189 49 2672
0
0
0
0
0
2
41 119 2674
37 72 2673
2
176 105 2676
103 112 2675
0
1
171 46 2677
1
157 156 2678
0
1
173 198 2679
0
1
61 60 2680
1
17 79 2681
0
1
47 131 2682
0
5
182 15 2687
142 127 2686
140 106 2685
37 46 2684
30 54 2683
0
1
43 202 2688
2
47 88 2690
44 8 2689
1
187 203 2691
0
1
48 43 2692
0
1
154 106 2693
0
1
64 51 2694
2
101 79 2696
94 154 2695
0
2
166 175 2698
93 3 2697
0
1
65 44 2699
2
76 50 2701
61 197 2700
0
0
0
1
74 73 2702
1
195 177 2703
1
31 62 2704
0
1
3 104 2705
1
126 11 2706
2
136 189 2708
36 122 2707
0
2
106 156 2710
16 141 2709
1
130 105 2711
1
156 85 2712
0
0
2
78 117 2714
71 121 2713
2
45 86 2716
1 56 2715
1
61 75 2717
1
186 145 2718
1
82 105 2719
1
47 172 2720
2
203 185 2722
194 107 2721
5
92 116 2727
73 180 2726
32 118 2725
17 193 2724
10 76 2723
2
17 87 2729
1 11 2728
4
202 11 2733
156 12 2732
106 148 2731
86 11 2730
1
200 41 2734
0
1
188 162 2735
0
0
0
0
0
0
1
67 78 2736
2
128 35 2738
91 117 2737
2
53 177 2740
48 157 2739
0
0
0
0
0
0
1
2 125 2741
0
0
0
1
39 193 2742
3
38 83 2745
7 13 2744
1 124 2743
1
167 37 2746
0
0
2
179 38 2748
30 146 2747
0
1
181 190 2749
1
198 58 2750
0
1
65 10 2751
1
5 83 2752
2
79 37 2754
50 151 2753
0
0
1
126 15 2755
1
20 2 2756
0
2
189 92 2758
185 92 2757
0
1
28 182 2759
1
198 49 2760
0
1
21 41 2761
1
110 93 2762
2
83 100 2764
44 158 2763
0
0
3
182 48 2767
106 198 2766
43 101 2765
1
17 148 2768
1
173 191 2769
0
0
0
1
149 38 2770
2
40 145 2772
14 143 2771
0
2
131 190 2774
36 174 2773
2
162 50 2776
51 142 2775
0
2
192 105 2778
102 169 2777
1
71 77 2779
0
0
2
164 61 2781
94 18 2780
2
169 55 2783
162 58 2782
1
61 3 2784
0
1
3 169 2785
0
2
150 117 2787
117 19 2786
2
90 150 2789
44 59 2788
1
128 112 2790
0
0
1
59 113 2791
2
177 191 2793
67 181 2792
1
67 80 2794
2
58 63 2796
51 38 2795
1
200 131 2797
0
2
177 173 2799
47 206 2798
0
1
138 134 2800
1
0 179 2801
0
0
1
7 81 2802
5
204 127 2807
139 133 2806
96 51 2805
92 21 2804
32 13 2803
2
126 76 2809
18 21 2808
2
84 177 2811
74 90 2810
0
0
1
27 154 2812
0
2
117 98 2814
104 130 2813
1
175 89 2815
0
0
0
0
0
2
183 61 2817
129 190 2816
0
0
2
50 98 2819
45 82 2818
2
191 43 2821
165 132 2820
0
2
185 112 2823
139 171 2822
2
122 105 2825
37 26 2824
2
157 96 2827
2 144 2826
0
1
11 96 2828
0
0
0
0
0
0
1
183 143 2829
0
2
186 57 2831
36 205 2830
2
171 181 2833
119 150 2832
2
170 18 2835
145 168 2834
2
206 77 2837
184 109 2836
3
121 22 2840
64 90 2839
23 206 2838
1
172 169 2841
0
1
91 131 2842
0
0
1
91 13 2843
1
95 97 2844
1
151 199 2845
2
201 101 2847
147 57 2846
0
2
104 139 2849
66 32 2848
0
0
1
0 59 2850
0
1
46 133 2851
1
173 82 2852
3
158 128 2855
57 89 2854
30 66 2853
0
1
22 94 2856
0
0
1
114 2 2857
0
0
0
0
0
0
3
127 27 2860
74 8 2859
58 191 2858
0
0
0
1
17 190 2861
0
1
180 103 2862
2
119 112 2864
117 60 2863
1
66 11 2865
1
187 86 2866
0
0
1
122 147 2867
0
0
2
137 85 2869
78 46 2868
2
90 73 2871
31 109 2870
0
1
178 58 2872
1
181 201 2873
1
61 42 2874
3
161 159 2877
70 40 2876
54 95 2875
5
159 162 2882
150 5 2881
137 155 2880
78 48 2879
44 148 2878
4
152 40 2886
129 43 2885
61 179 2884
45 16 2883
0
1
69 162 2887
0
1
80 132 2888
2
92 77 2890
48 189 2889
1
135 140 2891
0
1
42 183 2892
0
0
3
91 111 2895
84 140 2894
9 199 2893
1
81 34 2896
1
73 182 2897
0
1
162 74 2898
1
20 105 2899
0
4
206 163 2903
120 142 2902
77 124 2901
32 94 2900
1
4 53 2904
1
75 41 2905
1
149 195 2906
0
1
41 122 2907
2
190 2 2909
35 31 2908
1
72 130 2910
0
2
191 196 2912
30 146 2911
1
65 146 2913
0
0
5
189 88 2918
149 114 2917
79 25 2916
58 96 2915
8 94 2914
1
59 71 2919
0
3
75 130 2922
25 63 2921
19 136 2920
0
3
197 168 2925
23 3 2924
15 16 2923
1
96 13 2926
2
179 2 2928
90 116 2927
1
42 92 2929
0
1
58 113 2930
4
171 69 2934
170 90 2933
154 38 2932
31 206 2931
1
62 75 2935
1
15 122 2936
0
0
0
2
94 52 2938
60 202 2937
1
83 37 2939
2
105 174 2941
104 120 2940
1
75 205 2942
0
1
101 187 2943
1
96 118 2944
0
2
133 170 2946
43 190 2945
0
1
188 55 2947
2
108 59 2949
18 38 2948
2
13 78 2951
12 186 2950
1
73 181 2952
0
2
138 72 2954
95 132 2953
2
187 39 2956
103 169 2955
0
0
1
82 25 2957
1
100 171 2958
0
2
16 153 2960
12 7 2959
3
181 68 2963
179 39 2962
64 68 2961
0
0
0
0
0
0
0
3
186 45 2966
90 170 2965
58 15 2964
1
177 137 2967
2
192 133 2969
180 28 2968
2
164 103 2971
69 131 2970
1
22 130 2972
0
1
141 33 2973
2
106 36 2975
105 152 2974
1
72 75 2976
0
0
0
1
45 13 2977
1
47 163 2978
0
1
148 73 2979
0
2
181 51 2981
143 171 2980
0
0
0
0
1
195 200 2982
0
0
1
189 110 2983
2
131 102 2985
98 28 2984
1
180 17 2986
0
2
89 40 2988
49 155 2987
1
124 112 2989
3
162 184 2992
94 21 2991
6 141 2990
0
0
1
6 41 2993
1
18 95 2994
1
137 54 2995
0
1
152 124 2996
0
3
140 12 2999
35 80 2998
9 120 2997
0
0
0
0
1
163 92 3000
1
23 116 3001
0
0
0
0
1
105 32 3002
0
2
121 167 3004
22 122 3003
1
77 44 3005
0
0
1
185 69 3006
1
58 152 3007
0
0
0
0
1
88 99 3008
4
124 62 3012
114 191 3011
75 72 3010
1 117 3009
0
2
20 126 3014
10 187 3013
0
2
99 161 3016
73 85 3015
4
172 160 3020
137 57 3019
53 23 3018
43 24 3017
1
194 111 3021
0
1
169 3 3022
1
18 6 3023
1
68 91 3024
0
1
49 163 3025
0
0
2
35 162 3027
2 150 3026
1
19 157 3028
2
155 25 3030
46 170 3029
1
30 109 3031
1
154 199 3032
0
0
1
118 38 3033
1
39 143 3034
1
63 125 3035
1
137 2 3036
2
63 85 3038
19 172 3037
0
2
117 202 3040
78 137 3039
0
4
148 168 3044
121 93 3043
38 48 3042
35 39 3041
1
62 150 3045
0
0
0
1
142 104 3046
1
46 3 3047
1
108 0 3048
3
197 88 3051
180 139 3050
66 111 3049
1
172 135 3052
1
117 45 3053
0
1
174 98 3054
0
0
1
105 141 3055
2
184 23 3057
155 161 3056
1
173 199 3058
1
54 75 3059
2
113 139 3061
4 164 3060
1
118 99 3062
0
0
1
146 72 3063
2
124 45 3065
121 10 3064
3
201 12 3068
173 41 3067
128 164 3066
0
1
194 65 3069
1
105 31 3070
1
122 193 3071
2
63 80 3073
45 9 3072
0
2
188 12 3075
35 34 3074
0
1
203 129 3076
0
1
124 51 3077
1
204 92 3078
2
143 154 3080
79 5 3079
4
146 194 3084
108 154 3083
76 60 3082
73 138 3081
1
101 13 3085
0
0
2
196 47 3087
72 40 3086
1
56 102 3088
4
198 121 3092
165 129 3091
33 127 3090
7 75 3089
1
167 6 3093
1
81 32 3094
1
163 15 3095
0
1
97 193 3096
1
94 17 3097
1
23 21 3098
2
161 104 3100
119 111 3099
1
146 46 3101
0
1
161 14 3102
0
0
1
149 57 3103
3
162 165 3106
108 125 3105
27 94 3104
0
1
9 83 3107
1
196 97 3108
3
96 154 3111
89 123 3110
16 187 3109
1
45 162 3112
0
0
0
0
1
201 45 3113
0
1
143 66 3114
1
68 26 3115
2
82 45 3117
72 205 3116
0
1
117 55 3118
1
96 50 3119
0
1
60 98 3120
2
165 54 3122
148 122 3121
0
2
138 15 3124
32 117 3123
1
47 145 3125
3
80 158 3128
73 85 3127
7 143 3126
2
57 127 3130
44 124 3129
2
61 22 3132
50 39 3131
1
54 76 3133
0
1
165 76 3134
1
73 6 3135
1
31 69 3136
0
0
0
1
6 187 3137
1
41 7 3138
2
195 124 3140
160 36 3139
3
132 168 3143
88 28 3142
24 34 3141
2
81 187 3145
34 57 3144
1
6 137 3146
2
134 153 3148
61 159 3147
0
2
166 44 3150
126 21 3149
0
1
195 106 3151
1
25 69 3152
0
2
186 169 3154
41 142 3153
0
4
165 171 3158
143 189 3157
37 59 3156
24 77 3155
1
74 2 3159
1
119 58 3160
0
0
1
57 167 3161
3
179 33 3164
75 47 3163
6 195 3162
0
0
3
202 19 3167
154 135 3166
74 128 3165
2
199 83 3169
96 56 3168
0
0
0
1
68 206 3170
0
0
1
42 123 3171
7
156 0 3178
135 178 3177
113 197 3176
105 197 3175
70 127 3174
48 38 3173
21 102 3172
1
101 74 3179
0
0
1
75 126 3180
2
109 168 3182
46 39 3181
0
2
101 21 3184
69 134 3183
1
103 44 3185
1
65 21 3186
0
0
1
201 123 3187
2
110 105 3189
71 85 3188
0
1
79 157 3190
1
105 204 3191
1
7 193 3192
0
1
73 37 3193
0
0
0
1
118 83 3194
1
195 168 3195
3
167 82 3198
145 118 3197
64 204 3196
0
3
120 113 3201
59 139 3200
30 16 3199
0
1
203 126 3202
0
2
148 115 3204
47 9 3203
0
1
5 164 3205
0
1
123 127 3206
0
1
147 50 3207
2
177 4 3209
92 114 3208
0
3
194 73 3212
67 66 3211
35 184 3210
0
1
163 150 3213
0
1
25 37 3214
1
15 76 3215
0
2
33 185 3217
30 202 3216
1
51 11 3218
3
153 195 3221
145 79 3220
54 112 3219
2
176 18 3223
121 63 3222
0
1
61 88 3224
1
73 25 3225
1
68 127 3226
0
2
202 68 3228
106 74 3227
1
78 94 3229
0
0
4
155 3 3233
151 27 3232
110 33 3231
52 85 3230
1
117 91 3234
0
0
2
66 161 3236
3 58 3235
4
145 101 3240
108 2 3239
26 41 3238
21 201 3237
2
200 6 3242
84 138 3241
0
1
127 97 3243
3
160 34 3246
91 5 3245
71 120 3244
1
189 185 3247
1
98 7 3248
1
202 16 3249
1
127 91 3250
0
2
137 21 3252
61 192 3251
0
1
137 204 3253
0
0
2
109 40 3255
103 2 3254
2
153 58 3257
96 77 3256
0
0
0
4
196 181 3261
101 109 3260
51 163 3259
34 103 3258
0
1
58 38 3262
0
1
135 123 3263
1
112 19 3264
0
4
178 13 3268
96 182 3267
75 149 3266
30 51 3265
2
128 186 3270
35 93 3269
0
0
0
1
82 153 3271
1
142 31 3272
1
11 122 3273
0
2
96 188 3275
85 125 3274
2
159 73 3277
10 141 3276
1
18 140 3278
0
0
3
175 145 3281
141 182 3280
102 124 3279
0
0
0
1
30 193 3282
1
31 179 3283
1
203 170 3284
0
0
4
152 156 3288
63 61 3287
61 117 3286
38 149 3285
4
151 0 3292
103 129 3291
94 33 3290
59 167 3289
1
45 74 3293
0
0
1
58 86 3294
0
5
194 128 3299
164 54 3298
147 184 3297
70 46 3296
6 152 3295
2
76 109 3301
16 85 3300
1
111 118 3302
2
82 167 3304
58 154 3303
0
1
157 56 3305
3
204 198 3308
138 55 3307
27 157 3306
1
48 16 3309
0
2
97 166 3311
87 161 3310
1
85 138 3312
1
129 176 3313
0
0
2
163 192 3315
48 44 3314
2
101 55 3317
44 167 3316
1
37 192 3318
0
0
0
1
5 153 3319
1
153 148 3320
3
128 40 3323
98 173 3322
82 135 3321
0
1
83 1 3324
2
71 159 3326
61 180 3325
1
56 96 3327
0
1
111 61 3328
4
134 2 3332
81 172 3331
54 126 3330
13 171 3329
0
0
1
171 0 3333
2
97 125 3335
76 165 3334
0
2
109 184 3337
40 44 3336
2
117 68 3339
93 125 3338
0
2
194 160 3341
43 19 3340
2
84 19 3343
55 80 3342
0
1
172 144 3344
1
131 4 3345
1
44 142 3346
0
0
1
173 6 3347
1
178 97 3348
0
3
112 25 3351
41 173 3350
5 168 3349
4
44 0 3355
40 9 3354
34 136 3353
2 95 3352
1
166 23 3356
0
2
157 77 3358
155 164 3357
1
117 96 3359
0
2
199 160 3361
23 204 3360
0
1
51 108 3362
0
1
108 165 3363
2
107 189 3365
70 6 3364
0
4
155 122 3369
110 179 3368
74 193 3367
45 121 3366
0
0
0
0
1
135 141 3370
2
187 42 3372
94 127 3371
1
124 14 3373
2
117 135 3375
60 137 3374
0
2
98 28 3377
73 42 3376
2
194 79 3379
131 49 3378
2
188 91 3381
47 62 3380
0
2
188 1 3383
183 137 3382
2
172 55 3385
141 178 3384
1
143 80 3386
1
124 22 3387
2
84 81 3389
33 10 3388
1
168 149 3390
0
1
173 182 3391
0
3
206 53 3394
133 70 3393
0 54 3392
1
80 4 3395
2
173 4 3397
102 100 3396
0
1
203 2 3398
3
202 3 3401
33 32 3400
26 114 3399
1
30 97 3402
1
74 17 3403
4
176 9 3407
59 155 3406
7 148 3405
4 187 3404
0
0
0
0
2
198 65 3409
104 68 3408
1
179 188 3410
1
40 54 3411
1
106 127 3412
0
3
64 72 3415
61 25 3414
46 71 3413
0
1
177 167 3416
1
165 58 3417
1
89 158 3418
0
2
170 95 3420
95 173 3419
1
36 94 3421
1
115 203 3422
2
203 162 3424
134 140 3423
0
0
1
17 64 3425
3
186 142 3428
60 102 3427
47 76 3426
0
1
129 148 3429
1
114 180 3430
0
2
127 114 3432
34 37 3431
1
19 200 3433
1
44 173 3434
2
165 90 3436
88 131 3435
0
0
0
2
172 19 3438
36 198 3437
0
1
188 204 3439
0
0
2
110 149 3441
31 203 3440
0
0
0
0
0
0
1
30 184 3442
1
106 15 3443
0
0
3
132 148 3446
47 108 3445
45 73 3444
1
147 112 3447
0
0
0
1
176 71 3448
1
42 96 3449
1
66 51 3450
0
1
111 104 3451
0
0
0
1
187 154 3452
1
140 153 3453
1
168 81 3454
0
1
17 132 3455
0
0
2
184 74 3457
109 82 3456
1
103 27 3458
2
188 191 3460
39 139 3459
0
0
0
0
3
180 115 3463
101 61 3462
56 152 3461
0
0
2
119 84 3465
2 142 3464
0
3
182 160 3468
173 67 3467
135 36 3466
2
185 102 3470
46 175 3469
2
200 204 3472
90 198 3471
0
0
1
180 172 3473
1
195 192 3474
0
0
0
0
0
1
75 107 3475
2
141 191 3477
8 156 3476
1
93 35 3478
1
31 133 3479
2
151 168 3481
63 128 3480
0
2
163 62 3483
153 75 3482
0
1
58 106 3484
0
2
194 76 3486
150 29 3485
1
56 11 3487
1
203 77 3488
1
34 86 3489
3
145 155 3492
98 145 3491
59 26 3490
3
150 124 3495
82 131 3494
31 79 3493
4
167 156 3499
133 2 3498
81 153 3497
72 199 3496
1
32 104 3500
0
0
1
203 149 3501
0
0
0
2
107 11 3503
47 195 3502
1
158 72 3504
1
158 19 3505
1
180 51 3506
0
2
104 71 3508
15 125 3507
2
200 84 3510
31 182 3509
1
199 71 3511
0
1
112 88 3512
0
0
2
186 86 3514
40 198 3513
1
5 175 3515
0
2
138 93 3517
31 139 3516
1
117 114 3518
3
197 30 3521
159 76 3520
67 32 3519
3
166 98 3524
144 0 3523
46 178 3522
0
2
72 133 3526
3 116 3525
2
73 123 3528
20 93 3527
0
1
152 203 3529
2
151 194 3531
106 82 3530
1
145 64 3532
1
145 116 3533
2
179 198 3535
125 92 3534
0
0
0
1
164 169 3536
3
204 137 3539
142 77 3538
4 12 3537
1
197 173 3540
0
1
6 72 3541
2
191 91 3543
32 167 3542
0
1
203 73 3544
2
128 145 3546
74 61 3545
1
90 78 3547
1
202 128 3548
1
180 113 3549
2
151 166 3551
27 198 3550
2
162 50 3553
44 144 3552
1
105 133 3554
2
191 92 3556
125 149 3555
0
3
118 124 3559
94 44 3558
76 171 3557
0
1
68 193 3560
1
28 150 3561
0
1
34 139 3562
4
168 139 3566
111 43 3565
97 71 3564
91 5 3563
0
1
6 80 3567
2
178 172 3569
141 77 3568
1
74 138 3570
0
1
54 72 3571
1
199 136 3572
1
147 26 3573
0
1
74 37 3574
2
107 179 3576
14 124 3575
0
2
116 175 3578
75 5 3577
0
1
92 140 3579
1
193 16 3580
1
179 132 3581
0
1
1 52 3582
0
1
24 15 3583
0
1
160 5 3584
0
3
131 104 3587
58 114 3586
30 202 3585
1
61 102 3588
1
6 13 3589
1
36 113 3590
1
71 84 3591
0
1
102 201 3592
1
119 51 3593
1
98 144 3594
1
11 155 3595
0
0
1
184 104 3596
3
189 17 3599
76 25 3598
74 111 3597
0
1
45 62 3600
0
0
3
122 18 3603
60 90 3602
30 129 3601
2
60 48 3605
44 82 3604
0
1
20 185 3606
0
0
1
51 66 3607
2
85 174 3609
76 95 3608
1
67 86 3610
0
2
190 118 3612
3 187 3611
2
202 186 3614
172 39 3613
1
168 152 3615
1
76 149 3616
0
0
2
169 59 3618
146 87 3617
2
116 86 3620
24 165 3619
1
43 132 3621
3
110 119 3624
102 5 3623
37 135 3622
1
165 65 3625
1
22 166 3626
1
167 107 3627
2
154 85 3629
103 82 3628
2
159 157 3631
8 70 3630
2
40 22 3633
11 50 3632
0
1
163 58 3634
1
112 58 3635
1
155 123 3636
2
137 134 3638
42 198 3637
2
169 145 3640
47 110 3639
2
200 24 3642
31 100 3641
0
0
4
76 155 3646
60 47 3645
45 64 3644
41 55 3643
1
158 188 3647
2
167 198 3649
50 97 3648
2
66 42 3651
44 41 3650
3
94 133 3654
85 10 3653
1 49 3652
0
0
1
117 201 3655
2
139 121 3657
82 39 3656
0
3
82 79 3660
73 160 3659
72 104 3658
1
202 150 3661
1
78 125 3662
0
0
1
45 195 3663
0
0
0
0
1
61 158 3664
0
1
191 66 3665
1
2 127 3666
2
173 135 3668
15 50 3667
3
171 124 3671
128 203 3670
83 153 3669
0
1
35 69 3672
2
121 123 3674
75 83 3673
1
188 185 3675
2
148 32 3677
46 14 3676
3
177 4 3680
170 19 3679
73 65 3678
1
25 31 3681
1
78 162 3682
1
3 101 3683
1
31 94 3684
2
58 185 3686
44 65 3685
2
108 48 3688
73 193 3687
0
0
0
4
197 134 3692
136 176 3691
62 188 3690
9 177 3689
1
183 188 3693
1
88 25 3694
1
92 134 3695
1
51 68 3696
1
30 180 3697
0
0
0
2
104 142 3699
6 100 3698
4
203 134 3703
176 23 3702
133 129 3701
105 14 3700
1
130 35 3704
1
173 155 3705
0
0
2
51 125 3707
42 190 3706
0
0
1
155 100 3708
1
46 80 3709
2
127 155 3711
102 63 3710
0
2
172 143 3713
114 120 3712
0
1
23 33 3714
0
1
46 122 3715
1
134 21 3716
0
1
0 89 3717
0
1
129 203 3718
0
2
176 96 3720
119 76 3719
0
0
0
2
157 7 3722
21 24 3721
1
10 88 3723
1
140 3 3724
2
197 56 3726
13 97 3725
2
77 64 3728
43 200 3727
1
151 22 3729
0
1
100 201 3730
3
137 151 3733
47 13 3732
31 11 3731
1
47 174 3734
1
187 14 3735
0
1
112 66 3736
2
149 199 3738
87 123 3737
2
128 57 3740
67 28 3739
1
204 119 3741
1
165 111 3742
2
64 109 3744
60 160 3743
0
0
1
20 180 3745
0
0
1
31 54 3746
2
109 39 3748
41 25 3747
0
1
85 9 3749
2
180 204 3751
20 77 3750
0
2
62 57 3753
44 172 3752
3
131 105 3756
76 203 3755
53 11 3754
0
0
1
132 110 3757
0
1
202 183 3758
1
200 59 3759
0
1
200 203 3760
1
64 180 3761
1
62 156 3762
2
154 86 3764
56 79 3763
0
2
206 42 3766
98 9 3765
0
0
0
